"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 13 15:33:25 UTC 2025","Mon Oct 13 15:33:25 UTC 2025","1","steps","sensor_steps","","","","test_req_sen_01_kalman_filter_converges_to_an_accurate_estimate[1.0-1.0-1.0]","/app/features/sensors.feature: <REQ_SEN_01> Kalman filter converges to an accurate estimate"
"passed","Mon Oct 13 15:33:25 UTC 2025","Mon Oct 13 15:33:25 UTC 2025","2","steps","sensor_steps","","","","test_req_sen_02_sensor_detects_objects_at_various_positions_within_range[2.0-1.5-0-0]","/app/features/sensors.feature: <REQ_SEN_02> Sensor detects objects at various positions within range"
"passed","Mon Oct 13 15:33:25 UTC 2025","Mon Oct 13 15:33:25 UTC 2025","1","steps","sensor_steps","","","","test_req_sen_02_sensor_detects_objects_at_various_positions_within_range[2.0-0-1.5-1.0]","/app/features/sensors.feature: <REQ_SEN_02> Sensor detects objects at various positions within range"
"passed","Mon Oct 13 15:33:25 UTC 2025","Mon Oct 13 15:33:25 UTC 2025","2","steps","sensor_steps","","","","test_req_sen_03_sensor_does_not_detect_objects_out_of_range[1.0-0-1.5-0]","/app/features/sensors.feature: <REQ_SEN_03> Sensor does not detect objects out of range"
"failed","Mon Oct 13 15:33:25 UTC 2025","Mon Oct 13 15:33:25 UTC 2025","1","steps","sensor_steps","","","","test_req_sen_02_sensor_detects_objects_at_various_positions_within_range[8.5-7.4-9-8]","/app/features/sensors.feature: <REQ_SEN_02> Sensor detects objects at various positions within range"
"passed","Mon Oct 13 15:33:25 UTC 2025","Mon Oct 13 15:33:25 UTC 2025","14","steps","sensor_steps","","","","test_req_sen_01_kalman_filter_converges_to_an_accurate_estimate[1.0-0-0]","/app/features/sensors.feature: <REQ_SEN_01> Kalman filter converges to an accurate estimate"
"passed","Mon Oct 13 15:33:25 UTC 2025","Mon Oct 13 15:33:25 UTC 2025","2","steps","sensor_steps","","","","test_req_sen_03_sensor_does_not_detect_objects_out_of_range[1.0-1.5-0-0]","/app/features/sensors.feature: <REQ_SEN_03> Sensor does not detect objects out of range"
"passed","Mon Oct 13 15:33:25 UTC 2025","Mon Oct 13 15:33:25 UTC 2025","1","steps","sensor_steps","","","","test_req_sen_01_kalman_filter_converges_to_an_accurate_estimate[0-1.0-0]","/app/features/sensors.feature: <REQ_SEN_01> Kalman filter converges to an accurate estimate"
"passed","Mon Oct 13 15:33:25 UTC 2025","Mon Oct 13 15:33:25 UTC 2025","2","steps","sensor_steps","","","","test_req_sen_02_sensor_detects_objects_at_various_positions_within_range[1.0-0-0.5-0]","/app/features/sensors.feature: <REQ_SEN_02> Sensor detects objects at various positions within range"
"passed","Mon Oct 13 15:33:25 UTC 2025","Mon Oct 13 15:33:25 UTC 2025","1","steps","sensor_steps","","","","test_req_sen_03_sensor_does_not_detect_objects_out_of_range[0.5-0-0-1.0]","/app/features/sensors.feature: <REQ_SEN_03> Sensor does not detect objects out of range"
"passed","Mon Oct 13 15:33:25 UTC 2025","Mon Oct 13 15:33:25 UTC 2025","2","steps","sensor_steps","","","","test_req_sen_02_sensor_detects_objects_at_various_positions_within_range[1.0-0-0-0.5]","/app/features/sensors.feature: <REQ_SEN_02> Sensor detects objects at various positions within range"
"passed","Mon Oct 13 15:33:25 UTC 2025","Mon Oct 13 15:33:25 UTC 2025","1","steps","sensor_steps","","","","test_req_sen_01_kalman_filter_converges_to_an_accurate_estimate[0-0-1.0]","/app/features/sensors.feature: <REQ_SEN_01> Kalman filter converges to an accurate estimate"
"passed","Mon Oct 13 15:33:25 UTC 2025","Mon Oct 13 15:33:25 UTC 2025","2","steps","sensor_steps","","","","test_req_sen_02_sensor_detects_objects_at_various_positions_within_range[1.0-0.5-0-0]","/app/features/sensors.feature: <REQ_SEN_02> Sensor detects objects at various positions within range"
"passed","Mon Oct 13 15:33:25 UTC 2025","Mon Oct 13 15:33:25 UTC 2025","1","steps","sensor_steps","","","","test_req_sen_02_sensor_detects_objects_at_various_positions_within_range[0.5-0.4-0-0]","/app/features/sensors.feature: <REQ_SEN_02> Sensor detects objects at various positions within range"
